ID;Level;Word;Pinyin;Normalized;Meaning;Sentence;Sentence_Pinyin;Sentence_Normalized;Sentence_Meaning;Category
L7-5490;Advanced;转达;zhuǎndá;zhuanda;convey;转达是我们经常用到的东西。;zhuǎn dá shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuan da shi wo men jing chang yong dao de dong xi 。;convey is something we often use.;Daily
L7-5491;Advanced;转机;zhuǎnjī;zhuanji;turning point;请把转机递给我。;qǐng bǎ zhuǎn jī dì gěi wǒ 。;qing ba zhuan ji di gei wo 。;please pass me the turning point.;Daily
L7-5492;Advanced;转交;zhuǎnjiāo;zhuanjiao;transfer;转交让人印象深刻。;zhuǎn jiāo ràng rén yìn xiàng shēn kè 。;zhuan jiao rang ren yin xiang shen ke 。;transfer is very impressive.;Daily
L7-5493;Advanced;转型;zhuǎnxíng;zhuanxing;transformation;我觉得转型非常重要。;wǒ jué de zhuǎn xíng fēi cháng zhòng yào 。;wo jue de zhuan xing fei chang zhong yao 。;i think transformation is very important.;Daily
L7-5494;Advanced;转学;zhuǎnxué;zhuanxue;transfer;转学的时候要注意安全。;zhuǎn xué de shí hòu yào zhù yì ān quán 。;zhuan xue de shi hou yao zhu yi an quan 。;be careful when transfer.;Daily
L7-5495;Advanced;转眼;zhuǎnyǎn;zhuanyan;in the blink of an eye;你知道转眼的意思吗？;nǐ zhī dào zhuǎn yǎn de yì si ma ？;ni zhi dao zhuan yan de yi si ma ？;do you know the meaning of in the blink of an eye?;Daily
L7-5496;Advanced;转载;zhuǎnzǎi;zhuanzai;reprint;转载改变了我的生活方式。;zhuǎn zǎi gǎi biàn le wǒ de shēng huó fāng shì 。;zhuan zai gai bian le wo de sheng huo fang shi 。;reprint changed my way of life.;Daily
L7-5497;Advanced;转折;zhuǎnzhé;zhuanzhe;turning point;这个转折在日常生活中很有用。;zhè ge zhuǎn zhé zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhuan zhe zai ri chang sheng huo zhong hen you yong 。;this turning point is very useful in daily life.;Daily
L7-5498;Advanced;转折点;zhuǎnzhédiǎn;zhuanzhedian;turning point;转折点是我们经常用到的东西。;zhuǎn zhé diǎn shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuan zhe dian shi wo men jing chang yong dao de dong xi 。;turning point is something we often use.;Daily
L7-5499;Advanced;传;zhuàn;zhuan;legend;请把传递给我。;qǐng bǎ chuán dì gěi wǒ 。;qing ba chuan di gei wo 。;please pass me the legend.;Daily
L7-5500;Advanced;传记;zhuànjì;zhuanji;biography;传记让人印象深刻。;zhuàn jì ràng rén yìn xiàng shēn kè 。;zhuan ji rang ren yin xiang shen ke 。;biography is very impressive.;Daily
L7-5501;Advanced;转悠;zhuànyou;zhuanyou;wandering;我觉得转悠非常重要。;wǒ jué de zhuàn yōu fēi cháng zhòng yào 。;wo jue de zhuan you fei chang zhong yao 。;i think wandering is very important.;Daily
L7-5502;Advanced;撰写;zhuànxiě;zhuanxie;writing;撰写的时候要注意安全。;zhuàn xiě de shí hòu yào zhù yì ān quán 。;zhuan xie de shi hou yao zhu yi an quan 。;be careful when writing.;Daily
L7-5503;Advanced;庄稼;zhuāngjia;zhuangjia;crops;你知道庄稼的意思吗？;nǐ zhī dào zhuāng jià de yì si ma ？;ni zhi dao zhuang jia de yi si ma ？;do you know the meaning of crops?;Daily
L7-5504;Advanced;庄严;zhuāngyán;zhuangyan;solemn;庄严改变了我的生活方式。;zhuāng yán gǎi biàn le wǒ de shēng huó fāng shì 。;zhuang yan gai bian le wo de sheng huo fang shi 。;solemn changed my way of life.;Daily
L7-5505;Advanced;庄园;zhuāngyuán;zhuangyuan;manor;我的庄园住在北京。;wǒ de zhuāng yuán zhù zài běi jīng 。;wo de zhuang yuan zhu zai bei jing 。;my manor lives in Beijing.;People
L7-5506;Advanced;桩;zhuāng;zhuang;pile;桩是我们经常用到的东西。;zhuāng shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuang shi wo men jing chang yong dao de dong xi 。;pile is something we often use.;Daily
L7-5507;Advanced;装扮;zhuāngbàn;zhuangban;dress up;装扮的颜色很鲜艳。;zhuāng bàn de yán sè hěn xiān yàn 。;zhuang ban de yan se hen xian yan 。;the color of dress up is very bright.;Appearance
L7-5508;Advanced;壮;zhuàng;zhuang;strong;壮让人印象深刻。;zhuàng ràng rén yìn xiàng shēn kè 。;zhuang rang ren yin xiang shen ke 。;strong is very impressive.;Daily
L7-5509;Advanced;壮大;zhuàngdà;zhuangda;strong;我觉得壮大非常重要。;wǒ jué de zhuàng dà fēi cháng zhòng yào 。;wo jue de zhuang da fei chang zhong yao 。;i think strong is very important.;Daily
L7-5510;Advanced;壮胆;zhuàngdǎn;zhuangdan;courage;壮胆的时候要注意安全。;zhuàng dǎn de shí hòu yào zhù yì ān quán 。;zhuang dan de shi hou yao zhu yi an quan 。;be careful when courage.;Daily
L7-5511;Advanced;壮丽;zhuànglì;zhuangli;magnificent;你知道壮丽的意思吗？;nǐ zhī dào zhuàng lì de yì si ma ？;ni zhi dao zhuang li de yi si ma ？;do you know the meaning of magnificent?;Daily
L7-5512;Advanced;壮实;zhuàngshi;zhuangshi;robust;坐壮实比打车便宜多了。;zuò zhuàng shí bǐ dǎ chē pián yi duō le 。;zuo zhuang shi bi da che pian yi duo le 。;taking the robust is much cheaper than a taxi.;Transport
L7-5513;Advanced;状元;zhuàngyuan;zhuangyuan;top scholar;这个状元在日常生活中很有用。;zhè ge zhuàng yuán zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhuang yuan zai ri chang sheng huo zhong hen you yong 。;this top scholar is very useful in daily life.;Daily
L7-5514;Advanced;撞击;zhuàngjī;zhuangji;impact;撞击是我们经常用到的东西。;zhuàng jī shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuang ji shi wo men jing chang yong dao de dong xi 。;impact is something we often use.;Daily
L7-5515;Advanced;幢;zhuàng;zhuang;building;请把书放回幢。;qǐng bǎ shū fàng huí chuáng 。;qing ba shu fang hui chuang 。;please put the books back in building.;Place
L7-5516;Advanced;追悼会;zhuīdàohuì;zhuidaohui;memorial service;追悼会让人印象深刻。;zhuī dào huì ràng rén yìn xiàng shēn kè 。;zhui dao hui rang ren yin xiang shen ke 。;memorial service is very impressive.;Daily
L7-5517;Advanced;追赶;zhuīgǎn;zhuigan;chase;我觉得追赶非常重要。;wǒ jué de zhuī gǎn fēi cháng zhòng yào 。;wo jue de zhui gan fei chang zhong yao 。;i think chase is very important.;Daily
L7-5518;Advanced;追溯;zhuīsù;zhuisu;tracing;追溯的时候要注意安全。;zhuī sù de shí hòu yào zhù yì ān quán 。;zhui su de shi hou yao zhu yi an quan 。;be careful when tracing.;Daily
L7-5519;Advanced;追随;zhuīsuí;zhuisui;follow;你知道追随的意思吗？;nǐ zhī dào zhuī suí de yì si ma ？;ni zhi dao zhui sui de yi si ma ？;do you know the meaning of follow?;Daily
L7-5520;Advanced;追尾;zhuīwěi;zhuiwei;rear-end collision;追尾改变了我的生活方式。;zhuī wěi gǎi biàn le wǒ de shēng huó fāng shì 。;zhui wei gai bian le wo de sheng huo fang shi 。;rear-end collision changed my way of life.;Daily
L7-5521;Advanced;追问;zhuīwèn;zhuiwen;follow-up questions;我给妈妈打了一个追问。;wǒ gěi mā mā dǎ le yí gè zhuī wèn 。;wo gei ma ma da le yi ge zhui wen 。;i gave my mom a follow-up questions.;Communication
L7-5522;Advanced;追逐;zhuīzhú;zhuizhu;chase;追逐是我们经常用到的东西。;zhuī zhú shì wǒ men jīng cháng yòng dào de dōng xī 。;zhui zhu shi wo men jing chang yong dao de dong xi 。;chase is something we often use.;Daily
L7-5523;Advanced;追踪;zhuīzōng;zhuizong;tracking;请把追踪递给我。;qǐng bǎ zhuī zōng dì gěi wǒ 。;qing ba zhui zong di gei wo 。;please pass me the tracking.;Daily
L7-5524;Advanced;坠;zhuì;zhui;fall;坠让人印象深刻。;zhuì ràng rén yìn xiàng shēn kè 。;zhui rang ren yin xiang shen ke 。;fall is very impressive.;Daily
L7-5525;Advanced;准许;zhǔnxǔ;zhunxu;permission;我觉得准许非常重要。;wǒ jué de zhǔn xǔ fēi cháng zhòng yào 。;wo jue de zhun xu fei chang zhong yao 。;i think permission is very important.;Daily
L7-5526;Advanced;准则;zhǔnzé;zhunze;criteria;准则的时候要注意安全。;zhǔn zé de shí hòu yào zhù yì ān quán 。;zhun ze de shi hou yao zhu yi an quan 。;be careful when criteria.;Daily
L7-5527;Advanced;拙劣;zhuōliè;zhuolie;clumsy;你知道拙劣的意思吗？;nǐ zhī dào zhuō liè de yì si ma ？;ni zhi dao zhuo lie de yi si ma ？;do you know the meaning of clumsy?;Daily
L7-5528;Advanced;捉迷藏;zhuōmícáng;zhuomicang;hide and seek;捉迷藏改变了我的生活方式。;zhuō mí cáng gǎi biàn le wǒ de shēng huó fāng shì 。;zhuo mi cang gai bian le wo de sheng huo fang shi 。;hide and seek changed my way of life.;Daily
L7-5529;Advanced;灼热;zhuórè;zhuore;scorching;这个灼热在日常生活中很有用。;zhè ge zhuó rè zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhuo re zai ri chang sheng huo zhong hen you yong 。;this scorching is very useful in daily life.;Daily
L7-5530;Advanced;卓越;zhuóyuè;zhuoyue;excellence;卓越是我们经常用到的东西。;zhuó yuè shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuo yue shi wo men jing chang yong dao de dong xi 。;excellence is something we often use.;Daily
L7-5531;Advanced;酌情;zhuóqíng;zhuoqing;as appropriate;请把酌情递给我。;qǐng bǎ zhuó qíng dì gěi wǒ 。;qing ba zhuo qing di gei wo 。;please pass me the as appropriate.;Daily
L7-5532;Advanced;着力;zhuólì;zhuoli;exert effort;着力让人印象深刻。;zhuó lì ràng rén yìn xiàng shēn kè 。;zhuo li rang ren yin xiang shen ke 。;exert effort is very impressive.;Daily
L7-5533;Advanced;着落;zhuóluò;zhuoluo;landing;我觉得着落非常重要。;wǒ jué de zhuó luò fēi cháng zhòng yào 。;wo jue de zhuo luo fei chang zhong yao 。;i think landing is very important.;Daily
L7-5534;Advanced;着实;zhuóshí;zhuoshi;really;着实的时候要注意安全。;zhe shí de shí hòu yào zhù yì ān quán 。;zhe shi de shi hou yao zhu yi an quan 。;be careful when really.;Daily
L7-5535;Advanced;着手;zhuóshǒu;zhuoshou;start;你知道着手的意思吗？;nǐ zhī dào zhuó shǒu de yì si ma ？;ni zhi dao zhuo shou de yi si ma ？;do you know the meaning of start?;Daily
L7-5536;Advanced;着想;zhuóxiǎng;zhuoxiang;consideration;着想改变了我的生活方式。;zhuó xiǎng gǎi biàn le wǒ de shēng huó fāng shì 。;zhuo xiang gai bian le wo de sheng huo fang shi 。;consideration changed my way of life.;Daily
L7-5537;Advanced;着眼;zhuóyǎn;zhuoyan;focus on;这个着眼在日常生活中很有用。;zhè ge zhuó yǎn zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhuo yan zai ri chang sheng huo zhong hen you yong 。;this focus on is very useful in daily life.;Daily
L7-5538;Advanced;着眼于;zhuóyǎn yú;zhuoyan yu;focus on;着眼于是我们经常用到的东西。;zhuó yǎn yú shì wǒ men jīng cháng yòng dào de dōng xī 。;zhuo yan yu shi wo men jing chang yong dao de dong xi 。;focus on is something we often use.;Daily
L7-5539;Advanced;着重;zhuózhòng;zhuozhong;emphasis;请把着重递给我。;qǐng bǎ zhuó zhòng dì gěi wǒ 。;qing ba zhuo zhong di gei wo 。;please pass me the emphasis.;Daily
L7-5540;Advanced;姿势;zīshì;zishi;posture;姿势让人印象深刻。;zī shì ràng rén yìn xiàng shēn kè 。;zi shi rang ren yin xiang shen ke 。;posture is very impressive.;Daily
L7-5541;Advanced;姿态;zītài;zitai;posture;我觉得姿态非常重要。;wǒ jué de zī tài fēi cháng zhòng yào 。;wo jue de zi tai fei chang zhong yao 。;i think posture is very important.;Daily
L7-5542;Advanced;兹;zī;zi;zi;兹的时候要注意安全。;zī de shí hòu yào zhù yì ān quán 。;zi de shi hou yao zhu yi an quan 。;be careful when zi.;Daily
L7-5543;Advanced;资本主义;zīběn zhǔyì;ziben zhuyi;capitalism;你知道资本主义的意思吗？;nǐ zhī dào zī běn zhǔ yì de yì si ma ？;ni zhi dao zi ben zhu yi de yi si ma ？;do you know the meaning of capitalism?;Daily
L7-5544;Advanced;资历;zīlì;zili;qualifications;资历改变了我的生活方式。;zī lì gǎi biàn le wǒ de shēng huó fāng shì 。;zi li gai bian le wo de sheng huo fang shi 。;qualifications changed my way of life.;Daily
L7-5545;Advanced;资深;zīshēn;zishen;senior;这个资深在日常生活中很有用。;zhè ge zī shēn zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zi shen zai ri chang sheng huo zhong hen you yong 。;this senior is very useful in daily life.;Daily
L7-5546;Advanced;资讯;zīxùn;zixun;information;资讯的内容非常重要。;zī xùn de nèi róng fēi cháng zhòng yào 。;zi xun de nei rong fei chang zhong yao 。;the content of information is very important.;Communication
L7-5547;Advanced;滋润;zīrùn;zirun;moisturizing;请把滋润递给我。;qǐng bǎ zī rùn dì gěi wǒ 。;qing ba zi run di gei wo 。;please pass me the moisturizing.;Daily
L7-5548;Advanced;滋味;zīwèi;ziwei;taste;滋味让人印象深刻。;zī wèi ràng rén yìn xiàng shēn kè 。;zi wei rang ren yin xiang shen ke 。;taste is very impressive.;Daily
L7-5549;Advanced;子弟;zǐdì;zidi;children;我们全家都很爱子弟。;wǒ men quán jiā dōu hěn ài zǐ dì 。;wo men quan jia dou hen ai zi di 。;our whole family loves children very much.;Family
L7-5550;Advanced;子孙;zǐsūn;zisun;descendants;子孙的时候要注意安全。;zǐ sūn de shí hòu yào zhù yì ān quán 。;zi sun de shi hou yao zhu yi an quan 。;be careful when descendants.;Daily
L7-5551;Advanced;自卑;zìbēi;zibei;self-abasement;你知道自卑的意思吗？;nǐ zhī dào zì bēi de yì si ma ？;ni zhi dao zi bei de yi si ma ？;do you know the meaning of self-abasement?;Daily
L7-5552;Advanced;自称;zìchēng;zicheng;self-proclaimed;自称改变了我的生活方式。;zì chēng gǎi biàn le wǒ de shēng huó fāng shì 。;zi cheng gai bian le wo de sheng huo fang shi 。;self-proclaimed changed my way of life.;Daily
L7-5553;Advanced;自发;zìfā;zifa;spontaneously;这个自发在日常生活中很有用。;zhè ge zì fā zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zi fa zai ri chang sheng huo zhong hen you yong 。;this spontaneously is very useful in daily life.;Daily
L7-5554;Advanced;自费;zìfèi;zifei;self-funded;自费是我们经常用到的东西。;zì fèi shì wǒ men jīng cháng yòng dào de dōng xī 。;zi fei shi wo men jing chang yong dao de dong xi 。;self-funded is something we often use.;Daily
L7-5555;Advanced;自负;zìfù;zifu;self-confidence;请把自负递给我。;qǐng bǎ zì fù dì gěi wǒ 。;qing ba zi fu di gei wo 。;please pass me the self-confidence.;Daily
L7-5556;Advanced;自理;zìlǐ;zili;self-care;自理票已经提前买好了。;zì lǐ piào yǐ jīng tí qián mǎi hǎo le 。;zi li piao yi jing ti qian mai hao le 。;the self-care ticket has already been bought in advance.;Transport
L7-5557;Advanced;自力更生;zìlì-gēngshēng;zili-gengsheng;self-reliance;我觉得自力更生非常重要。;wǒ jué de zì lì gēng shēng fēi cháng zhòng yào 。;wo jue de zi li geng sheng fei chang zhong yao 。;i think self-reliance is very important.;Daily
L7-5558;Advanced;自立;zìlì;zili;self-reliance;自立的时候要注意安全。;zì lì de shí hòu yào zhù yì ān quán 。;zi li de shi hou yao zhu yi an quan 。;be careful when self-reliance.;Daily
L7-5559;Advanced;自强不息;zìqiáng-bùxī;ziqiang-buxi;strive for self-improvement;你知道自强不息的意思吗？;nǐ zhī dào zì qiáng bù xī de yì si ma ？;ni zhi dao zi qiang bu xi de yi si ma ？;do you know the meaning of strive for self-improvement?;Daily
L7-5560;Advanced;自然而然;zìrán'érrán;ziran'erran;naturally;自然而然改变了我的生活方式。;zì rán ér rán gǎi biàn le wǒ de shēng huó fāng shì 。;zi ran er ran gai bian le wo de sheng huo fang shi 。;naturally changed my way of life.;Daily
L7-5561;Advanced;自然界;zìránjiè;ziranjie;nature;这个自然界在日常生活中很有用。;zhè ge zì rán jiè zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zi ran jie zai ri chang sheng huo zhong hen you yong 。;this nature is very useful in daily life.;Daily
L7-5562;Advanced;自如;zìrú;ziru;freely;自如是我们经常用到的东西。;zì rú shì wǒ men jīng cháng yòng dào de dōng xī 。;zi ru shi wo men jing chang yong dao de dong xi 。;freely is something we often use.;Daily
L7-5563;Advanced;自始至终;zìshǐ-zhìzhōng;zishi-zhizhong;from beginning to end;请把自始至终递给我。;qǐng bǎ zì shǐ zhì zhōng dì gěi wǒ 。;qing ba zi shi zhi zhong di gei wo 。;please pass me the from beginning to end.;Daily
L7-5564;Advanced;自私;zìsī;zisi;selfish;自私让人印象深刻。;zì sī ràng rén yìn xiàng shēn kè 。;zi si rang ren yin xiang shen ke 。;selfish is very impressive.;Daily
L7-5565;Advanced;自私自利;zìsī-zìlì;zisi-zili;selfishness;我觉得自私自利非常重要。;wǒ jué de zì sī zì lì fēi cháng zhòng yào 。;wo jue de zi si zi li fei chang zhong yao 。;i think selfishness is very important.;Daily
L7-5566;Advanced;自卫;zìwèi;ziwei;self defense;自卫的时候要注意安全。;zì wèi de shí hòu yào zhù yì ān quán 。;zi wei de shi hou yao zhu yi an quan 。;be careful when self defense.;Daily
L7-5567;Advanced;自相矛盾;zìxiāng-máodùn;zixiang-maodun;self-contradictory;你知道自相矛盾的意思吗？;nǐ zhī dào zì xiāng máo dùn de yì si ma ？;ni zhi dao zi xiang mao dun de yi si ma ？;do you know the meaning of self-contradictory?;Daily
